10.06.2021                                                                                   Dynamic List Display                                                                                          1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  MANDT|ID_REGISTRO|ID_POSICION|ID_REGISTRO_GENERAL_CP|PRODUCTO      |CANTIDAD|DESCRIPCION  |TIPO_APARATO|INCENTIVO_UNITARIO|INCENTIVO_TOTAL|PRECIO_BASE|PORCENTAJE_IMPOSITIVO|IMPORTE_UNITARIO|     TOTAL|
|  100  |00000000042|AUTO LOGIC |                      |1             |   00012|AUTO PRODUCTO|AUT         |              2,00|          24,00|       0,00|                   03|            1,00|     12,00|
|  100  |00000000043|AUTO LOGIC |                      |2             |   00022|AUTO PRODUCTO|AUT         |              2,00|          44,00|      33,00|                   02|           34,00|    748,00|
|  100  |00000000044|AUTO LOGIC |                      |2             |   00002|AUTO PRODUCTO|AUT         |              2,00|           4,00|       2,20|                   03|            3,20|      6,40|
|  100  |00000000045|AUTO LOGIC |                      |1             |   00012|AUTO PRODUCTO|AUT         |              2,00|          24,00|      13,45|                   11|           14,45|    173,40|
|  100  |00000000046|AUTO LOGIC |                      |2             |   00023|AUTO PRODUCTO|AUT         |              2,00|          46,00|      13,10|                   12|           14,10|    324,30|
|  100  |00000000047|AUTO LOGIC |                      |2             |   00011|AUTO PRODUCTO|AUT         |              2,00|          22,00|      31,00|                   12|           32,00|    352,00|
|  100  |00000000048|AUTO LOGIC |                      |1             |   00022|AUTO PRODUCTO|AUT         |              2,00|          44,00|     110,00|                   13|          111,00|  2.442,00|
|  100  |00000000049|AUTO LOGIC |                      |2             |   00001|AUTO PRODUCTO|AUT         |              2,00|           2,00|       0,00|                   23|            1,00|      1,00|
|  100  |00000000050|AUTO LOGIC |                      |1             |   00011|AUTO PRODUCTO|AUT         |              2,00|          22,00|      35,00|                   12|           36,00|    396,00|
|  100  |00000000051|AUTO LOGIC |                      |1             |   00023|AUTO PRODUCTO|AUT         |              2,00|          46,00|      14,00|                   22|           15,00|    345,00|
|  100  |00000000052|AUTO LOGIC |                      |2             |   00011|AUTO PRODUCTO|AUT         |              2,00|          22,00|      54,10|                   14|           55,10|    606,10|
|  100  |10000000001|AUTO LOGIC |                      |2             |   00034|AUTO PRODUCTO|AUT         |              2,00|          68,00|     140,20|                   12|          141,20|  4.800,80|
|  100  |10000000002|AUTO LOGIC |                      |1             |   00031|AUTO PRODUCTO|AUT         |              2,00|          62,00|     600,10|                   08|          601,10| 18.634,10|
|  100  |10000000003|AUTO LOGIC |                      |1             |   00011|AUTO PRODUCTO|AUT         |              2,00|          22,00|      67,80|                   11|           68,80|    756,80|
|  100  |10000000004|AUTO LOGIC |                      |1             |   00022|AUTO PRODUCTO|AUT         |              2,00|          44,00|      41,40|                   13|           42,40|    932,80|
|  100  |10000000005|AUTO LOGIC |                      |2             |   00011|AUTO PRODUCTO|AUT         |              2,00|          22,00|       0,00|                   41|            1,00|     11,00|
|  100  |10000000006|AUTO LOGIC |                      |2             |   00021|AUTO PRODUCTO|AUT         |              2,00|          42,00|     155,10|                   11|          156,10|  3.278,10|
|  100  |10000000007|AUTO LOGIC |                      |1             |   00012|AUTO PRODUCTO|AUT         |              2,00|          24,00|      34,10|                   11|           35,10|    421,20|
|  100  |10000000008|AUTO LOGIC |                      |2             |   00441|AUTO PRODUCTO|AUT         |              2,00|         882,00|       0,00|                   05|            1,00|    441,00|
|  100  |10000000009|AUTO LOGIC |                      |2             |   00022|AUTO PRODUCTO|AUT         |              2,00|          44,00|      23,45|                   15|           24,45|    537,90|
|  100  |10000000010|AUTO LOGIC |                      |1             |   00002|AUTO PRODUCTO|AUT         |              2,00|           4,00|     144,00|                   22|          145,00|    290,00|
|  100  |10000000011|AUTO LOGIC |                      |2             |   00022|AUTO PRODUCTO|AUT         |              2,00|          44,00|     133,87|                   15|          134,87|  2.967,14|
|  100  |10000000012|AUTO LOGIC |                      |1             |   00011|AUTO PRODUCTO|AUT         |              2,00|          22,00|     244,90|                   11|          245,90|  2.704,90|
|  100  |10000000013|AUTO LOGIC |                      |1             |   00002|AUTO PRODUCTO|AUT         |              2,00|           4,00|     111,00|                   22|          112,00|    224,00|
|  100  |10000000014|AUTO LOGIC |                      |              |   00111|             |            |              0,00|           0,00|      11,00|                   22|           12,00|  1.332,00|
|  100  |10000000015|AUTO LOGIC |                      |              |   00011|             |            |              0,00|           0,00|     133,87|                   14|          134,87|  1.483,57|
|  100  |10000000016|AUTO LOGIC |                      |              |   00022|             |            |              0,00|           0,00|      23,45|                   11|           24,45|    537,90|
|  100  |10000000017|AUTO LOGIC |                      |00000000000003|   00000|             |            |              0,00|           0,00|       0,00|                   00|            1,00|      0,00|
|  100  |10000000018|AUTO LOGIC |                      |00000000000003|   00022|DESC. TERCERA|TP3         |              7,20|         158,40|      22,00|                   22|           23,00|    506,00|
|  100  |10000000019|AUTO LOGIC |                      |              |   00000|             |            |              0,00|           0,00|       0,00|                   00|            1,00|      0,00|
|  100  |10000000020|AUTO LOGIC |                      |              |   00000|             |            |              0,00|           0,00|       0,00|                   00|            1,00|      0,00|
|  100  |10000000021|AUTO LOGIC |                      |              |   00000|             |            |              0,00|           0,00|       0,00|                   00|            1,00|      0,00|
|  100  |10000000022|AUTO LOGIC |                      |              |   00000|             |            |              0,00|           0,00|       0,00|                   00|            1,00|      0,00|
|  100  |10000000023|AUTO LOGIC |                      |00000000000003|   00011|DESC. TERCERA|TP3         |              7,20|          79,20|      11,00|                   11|           12,00|    132,00|
|  100  |10000000024|AUTO LOGIC |                      |00000000000002|   00022|DESC. SEGUNDA|TP2         |              4,60|         101,20|      22,00|                   22|           23,00|    506,00|
|  100  |10000000025|AUTO LOGIC |                      |3             |   00033|             |            |              0,00|           0,00|      78,90|                   16|           79,90|  2.636,70|
|  100  |10000000026|AUTO LOGIC |                      |00000000000001|   00111|DESC. PRIMERA|TP1         |              1,20|         133,20|     233,00|                   12|          234,00| 25.974,00|
|  100  |10000000027|AUTO LOGIC |                      |00000000000002|   00022|DESC. SEGUNDA|TP2         |              4,60|         101,20|     244,90|                   22|          245,90|  5.409,80|
|  100  |10000000028|AUTO LOGIC |                      |00000000000003|   00111|DESC. TERCERA|TP3         |              7,20|         799,20|     144,00|                   23|          145,00| 16.095,00|
|  100  |10000000029|AUTO LOGIC |                      |00000000000002|   00011|DESC. SEGUNDA|TP2         |              4,60|          50,60|     133,87|                   12|          134,87|  1.483,57|
|  100  |10000000030|AUTO LOGIC |                      |00000000000001|   00022|DESC. PRIMERA|TP1         |              1,20|          26,40|     222,00|                   22|          223,00|  4.906,00|
|  100  |10000000031|AUTO LOGIC |                      |33            |   00033|             |            |              0,00|           0,00|      33,00|                   33|           34,00|  1.122,00|
|  100  |10000000032|AUTO LOGIC |                      |22            |   00022|             |            |              0,00|           0,00|      22,00|                   22|           23,00|    506,00|
|  100  |10000000033|AUTO LOGIC |                      |00000000000001|   00011|DESC. PRIMERA|TP1         |              1,20|          13,20|     244,90|                   15|          245,90|  2.704,90|
|  100  |10000000034|AUTO LOGIC |                      |00000000000003|   00033|DESC. TERCERA|TP3         |              7,20|         237,60|     155,10|                   13|          156,10|  5.151,30|
|  100  |10000000035|AUTO LOGIC |                      |00000000000001|   00011|DESC. PRIMERA|TP1         |              1,20|          13,20|     244,90|                   15|          245,90|  2.704,90|
|  100  |10000000036|AUTO LOGIC |                      |00000000000003|   00033|DESC. TERCERA|TP3         |              7,20|         237,60|     155,10|                   13|          156,10|  5.151,30|
|  100  |10000000037|AUTO LOGIC |00000000072           |00000000000001|   00011|DESC. PRIMERA|TP1         |             12,20|         134,20|     133,87|                   22|          134,87|  1.483,57|
|  100  |10000000038|AUTO LOGIC |00000000072           |00000000000003|   00022|DESC. TERCERA|TP3         |             12,20|         134,20|     155,10|                   11|          156,10|  3.434,20|
|  100  |10000000039|AUTO LOGIC |00000000073           |00000000000002|   00112|DESC. SEGUNDA|TP2         |              4,60|       1.582,40|     144,00|                   15|          145,00| 16.240,00|
|  100  |10000000040|AUTO LOGIC |00000000073           |00000000000002|   00344|DESC. SEGUNDA|TP2         |              4,60|       1.582,40|      34,10|                   03|           35,10| 12.074,40|
|  100  |10000000041|AUTO LOGIC |00000000074           |00000000000001|   00044|DESC. PRIMERA|TP1         |             12,20|         536,80|      34,10|                   14|           35,10|  1.544,40|
|  100  |10000000042|AUTO LOGIC |00000000074           |00000000000002|   00011|DESC. SEGUNDA|TP2         |              4,60|          50,60|     144,00|                   12|          145,00|  1.595,00|
|  100  |10000000043|AUTO LOGIC |00000000074           |00000000000003|   00022|DESC. TERCERA|TP3         |              7,20|         158,40|     133,87|                   12|          134,87|  2.967,14|
|  100  |10000000044|AUTO LOGIC |00000000075           |00000000000001|   00022|DESC. PRIMERA|TP1         |              7,20|         806,40|     155,10|                   11|          156,10|  3.434,20|
|  100  |10000000045|AUTO LOGIC |00000000075           |00000000000002|   00012|DESC. SEGUNDA|TP2         |              7,20|         806,40|     333,90|                   33|          334,90|  4.018,80|
|  100  |10000000046|AUTO LOGIC |00000000075           |00000000000003|   00112|DESC. TERCERA|TP3         |              7,20|         806,40|      23,45|                   22|           24,45|  2.738,40|
|  100  |10000000047|AUTO LOGIC |00000000076           |00000000000003|   00033|DESC. TERCERA|TP3         |             40,00|         480,00|     233,00|                   14|          234,00|  7.722,00|
|  100  |10000000048|AUTO LOGIC |00000000076           |00000000000002|   00122|DESC. SEGUNDA|TP2         |             40,00|         480,00|     144,00|                   22|          145,00| 17.690,00|
|  100  |10000000049|AUTO LOGIC |00000000076           |00000000000001|   00012|DESC. PRIMERA|TP1         |             40,00|         480,00|     155,10|                   11|          156,10|  1.873,20|
|  100  |10000000050|AUTO LOGIC |00000000077           |00000000000003|   00033|DESC. TERCERA|TP3         |             40,00|         480,00|     233,00|                   14|          234,00|  7.722,00|
|  100  |10000000051|AUTO LOGIC |00000000077           |00000000000002|   00122|DESC. SEGUNDA|TP2         |             40,00|         480,00|     144,00|                   22|          145,00| 17.690,00|
|  100  |10000000052|AUTO LOGIC |00000000077           |00000000000001|   00012|DESC. PRIMERA|TP1         |             40,00|         480,00|     155,10|                   11|          156,10|  1.873,20|
|  100  |10000000053|AUTO LOGIC |00000000078           |00000000000003|   00033|DESC. TERCERA|TP3         |              7,20|         237,60|     233,00|                   14|          234,00|  7.722,00|
|  100  |10000000054|AUTO LOGIC |00000000078           |00000000000002|   00122|DESC. SEGUNDA|TP2         |              4,60|         561,20|     144,00|                   22|          145,00| 17.690,00|
|  100  |10000000055|AUTO LOGIC |00000000078           |00000000000001|   00012|DESC. PRIMERA|TP1         |             60,20|         722,40|     155,10|                   11|          156,10|  1.873,20|
|  100  |10000000056|AUTO LOGIC |00000000079           |3             |   00044|             |            |              0,00|           0,00|     444,00|                   44|          445,00| 19.580,00|
|  100  |10000000057|AUTO LOGIC |00000000079           |2             |   00033|             |            |              0,00|           0,00|     333,00|                   33|          334,00| 11.022,00|
|  100  |10000000058|AUTO LOGIC |00000000079           |00000000000001|   00022|DESC. PRIMERA|TP1         |              0,00|           0,00|     222,00|                   22|          223,00|  4.906,00|
|  100  |10000000059|AUTO LOGIC |00000000080           |3             |   00044|DESC. PRIMERA|TP1         |              0,00|           0,00|     444,00|                   44|          445,00| 19.580,00|
|  100  |10000000060|AUTO LOGIC |00000000080           |2             |   00033|DESC. PRIMERA|TP1         |              0,00|           0,00|     333,00|                   33|          334,00| 11.022,00|
|  100  |10000000061|AUTO LOGIC |00000000080           |00000000000001|   00022|DESC. PRIMERA|TP1         |              0,00|           0,00|     222,00|                   22|          223,00|  4.906,00|
|  100  |10000000062|AUTO LOGIC |00000000081           |3             |   00044|DESC. PRIMERA|TP1         |              0,00|           0,00|     444,00|                   44|          445,00| 19.580,00|
|  100  |10000000063|AUTO LOGIC |00000000081           |2             |   00033|DESC. PRIMERA|TP1         |              0,00|           0,00|     333,00|                   33|          334,00| 11.022,00|
|  100  |10000000064|AUTO LOGIC |00000000081           |00000000000001|   00022|DESC. PRIMERA|TP1         |             40,00|         880,00|     222,00|                   22|          223,00|  4.906,00|
|  100  |10000000065|AUTO LOGIC |00000000082           |00000000000003|   00044|DESC. TERCERA|TP3         |             15,00|         330,00|     444,00|                   44|          445,00| 19.580,00|
|  100  |10000000066|AUTO LOGIC |00000000082           |00000000000002|   00033|DESC. SEGUNDA|TP2         |             15,00|         330,00|   3.333,00|                   33|        3.334,00|110.022,00|
|  100  |10000000067|AUTO LOGIC |00000000082           |00000000000001|   00022|DESC. PRIMERA|TP1         |             15,00|         330,00|     222,00|                   22|          223,00|  4.906,00|
|  100  |10000000068|AUTO LOGIC |00000000083           |00000000000003|   00044|DESC. TERCERA|TP3         |             15,00|         330,00|     444,00|                   44|          445,00| 19.580,00|
|  100  |10000000069|AUTO LOGIC |00000000083           |00000000000002|   00033|DESC. SEGUNDA|TP2         |             15,00|         330,00|   3.333,00|                   33|        3.334,00|110.022,00|
|  100  |10000000070|AUTO LOGIC |00000000083           |00000000000001|   00022|DESC. PRIMERA|TP1         |             15,00|         330,00|     222,00|                   22|          223,00|  4.906,00|
|  100  |10000000071|AUTO LOGIC |00000000084           |00000000000003|   00012|DESC. TERCERA|TP3         |             15,00|         165,00|     422,00|                   42|          423,00|  5.076,00|
|  100  |10000000072|AUTO LOGIC |00000000084           |00000000000002|   00122|DESC. SEGUNDA|TP2         |             15,00|         165,00|      42,00|                   22|           43,00|  5.246,00|
|  100  |10000000073|AUTO LOGIC |00000000084           |00000000000001|   00011|DESC. PRIMERA|TP1         |             15,00|         165,00|     155,10|                   11|          156,10|  1.717,10|
|  100  |10000000074|AUTO LOGIC |00000000085           |00000000000003|   00012|DESC. TERCERA|TP3         |             15,00|         165,00|     422,00|                   42|          423,00|  5.076,00|
|  100  |10000000075|AUTO LOGIC |00000000085           |00000000000002|   00122|DESC. SEGUNDA|TP2         |             15,00|         165,00|      42,00|                   22|           43,00|  5.246,00|
|  100  |10000000076|AUTO LOGIC |00000000085           |00000000000001|   00011|DESC. PRIMERA|TP1         |             15,00|         165,00|     155,10|                   11|          156,10|  1.717,10|
|  100  |10000000077|AUTO LOGIC |00000000086           |00000000000002|   00033|DESC. SEGUNDA|TP2         |             50,00|       1.100,00|     333,90|                   21|          334,90| 11.051,70|
|  100  |10000000078|AUTO LOGIC |00000000086           |00000000000001|   00022|DESC. PRIMERA|TP1         |             50,00|       1.100,00|      23,45|                   23|           24,45|    537,90|
|  100  |10000000079|AUTO LOGIC |00000000087           |00000000000003|   00022|DESC. TERCERA|TP3         |              7,20|         158,40|     230,45|                   07|          231,45|  5.091,90|
|  100  |10000000080|AUTO LOGIC |00000000088           |00000000000001|   00300|DESC. PRIMERA|TP1         |             25,00|       7.500,00|     150,45|                   17|          151,45| 45.435,00|
|  100  |10000000081|AUTO LOGIC |00000000089           |00000000000001|   00300|DESC. PRIMERA|TP1         |             25,00|       7.500,00|     150,45|                   17|          151,45| 45.435,00|
|  100  |10000000082|AUTO LOGIC |00000000090           |00000000000003|   00023|DESC. TERCERA|TP3         |             25,00|         525,00|     422,00|                   42|          423,00|  9.729,00|
|  100  |10000000083|AUTO LOGIC |00000000090           |00000000000002|   00043|DESC. SEGUNDA|TP2         |             25,00|         525,00|     111,00|                   21|          112,00|  4.816,00|
|  100  |10000000084|AUTO LOGIC |00000000090           |00000000000001|   00021|DESC. PRIMERA|TP1         |             25,00|         525,00|     230,45|                   23|          231,45|  4.860,45|
|  100  |10000000085|AUTO LOGIC |00000000091           |00000000000003|   00025|DESC. TERCERA|TP3         |              7,20|         180,00|     252,00|                   25|          253,00|  6.325,00|
|  100  |10000000086|AUTO LOGIC |00000000091           |00000000000002|   00054|DESC. SEGUNDA|TP2         |              4,60|         248,40|      54,00|                   54|           55,00|  2.970,00|
|  100  |10000000087|AUTO LOGIC |00000000091           |00000000000001|   00045|DESC. PRIMERA|TP1         |             25,00|       1.125,00|      45,00|                   45|           46,00|  2.070,00|
|  100  |10000000088|AUTO LOGIC |00000000092           |00000000000003|   00025|DESC. TERCERA|TP3         |              7,20|         180,00|     252,00|                   25|          253,00|  6.325,00|
|  100  |10000000089|AUTO LOGIC |00000000092           |00000000000002|   00054|DESC. SEGUNDA|TP2         |              4,60|         248,40|      54,00|                   54|           55,00|  2.970,00|
|  100  |10000000090|AUTO LOGIC |00000000092           |00000000000001|   00045|DESC. PRIMERA|TP1         |             25,00|       1.125,00|      45,00|                   45|           46,00|  2.070,00|
|  100  |10000000091|AUTO LOGIC |00000000093           |00000000000003|   00112|DESC. TERCERA|TP3         |              7,20|         806,40|     333,90|                   23|          334,90| 37.508,80|
|  100  |10000000092|AUTO LOGIC |00000000093           |00000000000002|   00052|DESC. SEGUNDA|TP2         |              4,60|         239,20|     133,87|                   11|          134,87|  7.013,24|
|  100  |10000000093|AUTO LOGIC |00000000093           |00000000000001|   00023|DESC. PRIMERA|TP1         |             25,00|         575,00|     150,45|                   14|          151,45|  3.483,35|
|  100  |10000000094|AUTO LOGIC |00000000094           |00000000000003|   00112|DESC. TERCERA|TP3         |              7,20|         806,40|     333,90|                   23|          334,90| 37.508,80|
|  100  |10000000095|AUTO LOGIC |00000000094           |00000000000002|   00052|DESC. SEGUNDA|TP2         |              4,60|         239,20|     133,87|                   11|          134,87|  7.013,24|
|  100  |10000000096|AUTO LOGIC |00000000094           |00000000000001|   00023|DESC. PRIMERA|TP1         |             39,65|         911,95|     150,45|                   14|          151,45|  3.483,35|
|  100  |10000000097|AUTO LOGIC |00000000095           |00000000000003|   00013|DESC. TERCERA|TP3         |              7,20|          93,60|     150,45|                   25|          151,45|  1.968,85|
|  100  |10000000098|AUTO LOGIC |00000000095           |00000000000002|   00033|DESC. SEGUNDA|TP2         |              4,60|         151,80|     333,90|                   32|          334,90| 11.051,70|
|  100  |10000000099|AUTO LOGIC |00000000095           |00000000000001|   00022|DESC. PRIMERA|TP1         |             39,65|         872,30|     230,45|                   23|          231,45|  5.091,90|
|  100  |10000000100|AUTO LOGIC |00000000096           |00000000000003|   00013|DESC. TERCERA|TP3         |              7,20|          93,60|     150,45|                   25|          151,45|  1.968,85|
|  100  |10000000101|AUTO LOGIC |00000000096           |00000000000002|   00033|DESC. SEGUNDA|TP2         |             44,60|       1.471,80|     333,90|                   32|          334,90| 11.051,70|
|  100  |10000000102|AUTO LOGIC |00000000096           |00000000000001|   00022|DESC. PRIMERA|TP1         |             79,65|       1.752,30|     230,45|                   23|          231,45|  5.091,90|
|  100  |10000000103|AUTO LOGIC |00000000097           |00000000000003|   00031|DESC. TERCERA|TP3         |              7,20|         223,20|     341,90|                   13|          342,90| 10.629,90|
|  100  |10000000104|AUTO LOGIC |00000000097           |00000000000002|   00022|DESC. SEGUNDA|TP2         |             44,60|         981,20|     230,45|                   22|          231,45|  5.091,90|
|  100  |10000000105|AUTO LOGIC |00000000097           |00000000000001|   00033|DESC. PRIMERA|TP1         |            109,65|       3.618,45|     333,90|                   33|          334,90| 11.051,70|
|  100  |10000000106|AUTO LOGIC |00000000098           |00000000000003|   00031|DESC. TERCERA|TP3         |              7,20|         223,20|     341,90|                   13|          342,90| 10.629,90|
|  100  |10000000107|AUTO LOGIC |00000000098           |00000000000002|   00022|DESC. SEGUNDA|TP2         |             44,60|         981,20|     230,45|                   22|          231,45|  5.091,90|
|  100  |10000000108|AUTO LOGIC |00000000098           |00000000000001|   00033|DESC. PRIMERA|TP1         |            109,65|       3.618,45|     333,90|                   33|          334,90| 11.051,70|
|  100  |10000000109|AUTO LOGIC |00000000099           |00000000000003|   00041|DESC. TERCERA|TP3         |             27,20|       1.115,20|     150,45|                   23|          151,45|  6.209,45|
|  100  |10000000110|AUTO LOGIC |00000000099           |00000000000002|   00012|DESC. SEGUNDA|TP2         |             44,60|         535,20|     422,00|                   22|          423,00|  5.076,00|
|  100  |10000000111|AUTO LOGIC |00000000099           |00000000000001|   00031|DESC. PRIMERA|TP1         |            109,65|       3.399,15|     222,00|                   13|          223,00|  6.913,00|
|  100  |10000000112|AUTO LOGIC |00000000100           |00000000000003|   00041|DESC. TERCERA|TP3         |              7,20|         295,20|     150,45|                   23|          151,45|  6.209,45|
|  100  |10000000113|AUTO LOGIC |00000000100           |00000000000002|   00012|DESC. SEGUNDA|TP2         |             44,60|         535,20|     422,00|                   22|          423,00|  5.076,00|
|  100  |10000000114|AUTO LOGIC |00000000100           |00000000000001|   00031|DESC. PRIMERA|TP1         |            109,65|       3.399,15|     222,00|                   13|          223,00|  6.913,00|
|  100  |10000000115|AUTO LOGIC |00000000101           |00000000000003|   00041|DESC. TERCERA|TP3         |             27,20|       1.115,20|     150,45|                   23|          151,45|  6.209,45|
|  100  |10000000116|AUTO LOGIC |00000000101           |00000000000002|   00012|DESC. SEGUNDA|TP2         |             44,60|         535,20|     422,00|                   22|          423,00|  5.076,00|
|  100  |10000000117|AUTO LOGIC |00000000101           |00000000000001|   00031|DESC. PRIMERA|TP1         |            109,65|       3.399,15|     222,00|                   13|          223,00|  6.913,00|
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
